Tytuł,Autor,Autor (po nazwisku),Tłumacz,Okładka,Data emisji,Opis audycji,Link
Książki dobre i wręcz przeciwnie. Podsumowanie 2019,(brak danych),danych) (brak,(nie znaleziono),https://static.prsa.pl/images/6b5d6f3e-7625-4635-b98d-077578f1504c.jpg,2019-12-24,Książki dobre i wręcz przeciwnie. Podsumowanie 2019,"https://www.polskieradio.pl/8/2827/Artykul/2427334,ksiazki-dobre-i-wrecz-przeciwnie-podsumowanie-2019"
"Tato, ta ci się udała",Zdeněk Svěrák,Svěrák Zdeněk,Anna Rey,https://static.prsa.pl/images/2dcb9606-e783-4d08-94ea-02544273bdc2.jpg?format=500,2019-12-21,"Sverak, Yoon i Goscinny. Literatura młodzieżowa i dziecięca","https://www.polskieradio.pl/8/2827/Artykul/2423579,sverak-yoon-i-goscinny-literatura-mlodziezowa-i-dziecieca"
Lukrecja,Anne Goscinny,Goscinny Anne,Paweł Łapiński,https://static.prsa.pl/images/2dcb9606-e783-4d08-94ea-02544273bdc2.jpg?format=500,2019-12-21,"Sverak, Yoon i Goscinny. Literatura młodzieżowa i dziecięca","https://www.polskieradio.pl/8/2827/Artykul/2423579,sverak-yoon-i-goscinny-literatura-mlodziezowa-i-dziecieca"
Frankly in love,David Yoon,Yoon David,Donata Olejnik,https://static.prsa.pl/images/2dcb9606-e783-4d08-94ea-02544273bdc2.jpg?format=500,2019-12-21,"Sverak, Yoon i Goscinny. Literatura młodzieżowa i dziecięca","https://www.polskieradio.pl/8/2827/Artykul/2423579,sverak-yoon-i-goscinny-literatura-mlodziezowa-i-dziecieca"
Rekursja,Blake Crouch,Crouch Blake,Paweł Wieczorek,https://static.prsa.pl/images/e34b0099-8202-4db5-9a7e-ccb9708952c7.jpg,2019-12-14,Żołnierze pustyni i groźna osobliwość. Distortion Cezarego Zbierzchowskiego,"https://www.polskieradio.pl/8/2827/Artykul/2421020,zolnierze-pustyni-i-grozna-osobliwosc-distortion-cezarego-zbierzchowskiego"
Distortion,Cezary Zbierzchowski,Zbierzchowski Cezary,(brak danych),https://static.prsa.pl/images/e34b0099-8202-4db5-9a7e-ccb9708952c7.jpg,2019-12-14,Żołnierze pustyni i groźna osobliwość. Distortion Cezarego Zbierzchowskiego,"https://www.polskieradio.pl/8/2827/Artykul/2421020,zolnierze-pustyni-i-grozna-osobliwosc-distortion-cezarego-zbierzchowskiego"
Najeźdźcy,Karolina Waclawiak,Waclawiak Karolina,Joanna Dżdża,https://static.prsa.pl/images/81139afb-27f1-474e-b90b-8955454c74a4.jpg?format=500,2019-12-07,Gorycz i niedpasowanie. Kobiece spojrzenie na współczesność,"https://www.polskieradio.pl/8/2827/Artykul/2415203,gorycz-i-niedpasowanie-kobiece-spojrzenie-na-wspolczesnosc"
Wewnętrzny zero,Lavinia Branişte,Branişte Lavinia,Olga Bartosiewicz,https://static.prsa.pl/images/81139afb-27f1-474e-b90b-8955454c74a4.jpg?format=500,2019-12-07,Gorycz i niedpasowanie. Kobiece spojrzenie na współczesność,"https://www.polskieradio.pl/8/2827/Artykul/2415203,gorycz-i-niedpasowanie-kobiece-spojrzenie-na-wspolczesnosc"
Czarne słońce,Jakub Żulczyk,Żulczyk Jakub,(brak danych),https://static.prsa.pl/images/9a7d69ad-ba87-4f24-ac2e-1342b24709de.jpg?format=500,2019-11-30,Piotr Kofta: książka Żulczyka jest prowokacją,"https://www.polskieradio.pl/8/2827/Artykul/2411697,piotr-kofta-ksiazka-zulczyka-jest-prowokacja"
Biblię i inne historie,Péter Nádas,Nádas Péter,(nie znaleziono),https://static.prsa.pl/images/50f72bd5-5735-4eef-972f-661908a93ad0.jpg?format=500,2019-11-23,"Węgierscy prozaicy, którzy zachwycili świat","https://www.polskieradio.pl/8/2827/Artykul/2407185,wegierscy-prozaicy-ktorzy-zachwycili-swiat"
Dom Kłamczuchów,Dezső Kosztolányi,Kosztolányi Dezső,Teresa Worowska,https://static.prsa.pl/images/50f72bd5-5735-4eef-972f-661908a93ad0.jpg?format=500,2019-11-23,"Węgierscy prozaicy, którzy zachwycili świat","https://www.polskieradio.pl/8/2827/Artykul/2407185,wegierscy-prozaicy-ktorzy-zachwycili-swiat"
Dzieci czasu. Z kalendarza dziejów ludzkości,Eduardo Galeano,Galeano Eduardo,Katarzyna Okrasko,https://static.prsa.pl/images/578f0506-4299-4421-93f8-798dbcc1124a.jpg,2019-11-16,Opowieści z Ameryki Łacińskiej,"https://www.polskieradio.pl/8/2827/Artykul/2404240,opowiesci-z-ameryki-lacinskiej"
Trzy opowieści,César Aira,Aira César,(nie znaleziono),https://static.prsa.pl/images/578f0506-4299-4421-93f8-798dbcc1124a.jpg,2019-11-16,Opowieści z Ameryki Łacińskiej,"https://www.polskieradio.pl/8/2827/Artykul/2404240,opowiesci-z-ameryki-lacinskiej"
Hana,Alena Mornštajnova,Mornštajnova Alena,(nie znaleziono),https://static.prsa.pl/images/577cc9fa-f7c5-4cf8-819a-93a66f775603.jpg,2019-11-08,Pytanie o wartość ludzkiego życia w prozie czeskiej,"https://www.polskieradio.pl/8/2827/Artykul/2400534,pytanie-o-wartosc-ludzkiego-zycia-w-prozie-czeskiej"
Mówić prawdę,Josef Formanek,Formanek Josef,Andrzej S. Jagodziński,https://static.prsa.pl/images/577cc9fa-f7c5-4cf8-819a-93a66f775603.jpg,2019-11-08,Pytanie o wartość ludzkiego życia w prozie czeskiej,"https://www.polskieradio.pl/8/2827/Artykul/2400534,pytanie-o-wartosc-ludzkiego-zycia-w-prozie-czeskiej"
Mapa,Barbara Sadurska,Sadurska Barbara,(nie znaleziono),https://static.prsa.pl/images/21fc2ac5-d487-4c1e-9cfe-f210cdb84982.jpg?format=500,2019-11-02,Mapa i Ballada o Sylwii. Powieści o przekraczaniu granic,"https://www.polskieradio.pl/8/2827/Artykul/2394238,mapa-i-ballada-o-sylwii-powiesci-o-przekraczaniu-granic"
Ballada o Sylwii,Katarzyna Kubicka,Kubicka Katarzyna,(brak danych),https://static.prsa.pl/images/21fc2ac5-d487-4c1e-9cfe-f210cdb84982.jpg?format=500,2019-11-02,Mapa i Ballada o Sylwii. Powieści o przekraczaniu granic,"https://www.polskieradio.pl/8/2827/Artykul/2394238,mapa-i-ballada-o-sylwii-powiesci-o-przekraczaniu-granic"
Biały,Bret Easton Ellis,Easton Ellis Bret,(nie znaleziono),https://static.prsa.pl/images/4e0b8c30-c667-4c7f-af35-de737ce9dbda.jpg,2019-10-26,"Biały i Maszyny takie jak ja. Wściekle, gniewnie i przewrotnie","https://www.polskieradio.pl/8/2827/Artykul/2389123,bialy-i-maszyny-takie-jak-ja-wsciekle-gniewnie-i-przewrotnie"
Maszyny takie jak ja,Ian McEwan,McEwan Ian,Andrzej Szulc,https://static.prsa.pl/images/4e0b8c30-c667-4c7f-af35-de737ce9dbda.jpg,2019-10-26,"Biały i Maszyny takie jak ja. Wściekle, gniewnie i przewrotnie","https://www.polskieradio.pl/8/2827/Artykul/2389123,bialy-i-maszyny-takie-jak-ja-wsciekle-gniewnie-i-przewrotnie"
Stramer,Mikołaj Łoziński,Łoziński Mikołaj,(nie znaleziono),https://static.prsa.pl/images/1847c065-d83e-4e4c-a407-c8c90e2724a7.jpg,2019-10-18,Stramer i Cieśniny. Polska proza pachnąca nowością,"https://www.polskieradio.pl/8/2827/Artykul/2385233,stramer-i-ciesniny-polska-proza-pachnaca-nowoscia"
Cieśniny,Wojciech Nowicki,Nowicki Wojciech,(nie znaleziono),https://static.prsa.pl/images/1847c065-d83e-4e4c-a407-c8c90e2724a7.jpg,2019-10-18,Stramer i Cieśniny. Polska proza pachnąca nowością,"https://www.polskieradio.pl/8/2827/Artykul/2385233,stramer-i-ciesniny-polska-proza-pachnaca-nowoscia"
Baśń o wężowym sercu albo wtóre słowo o Jakóbie Szeli,Radek Rak,Rak Radek,(nie znaleziono),https://static.prsa.pl/images/05447fd9-2080-4608-b676-fd769e04b9a7.jpg?format=500,2019-10-12,Piotr Kofta: Buks Molenda jest zbudowany na zasadzie spontanicznej gawędy,"https://www.polskieradio.pl/8/2827/Artykul/2380685,piotr-kofta-buks-molenda-jest-zbudowany-na-zasadzie-spontanicznej-gawedy"
Buks Molenda,Leszek Libera,Libera Leszek,Sława Lisiecka,https://static.prsa.pl/images/05447fd9-2080-4608-b676-fd769e04b9a7.jpg?format=500,2019-10-12,Piotr Kofta: Buks Molenda jest zbudowany na zasadzie spontanicznej gawędy,"https://www.polskieradio.pl/8/2827/Artykul/2380685,piotr-kofta-buks-molenda-jest-zbudowany-na-zasadzie-spontanicznej-gawedy"
Brud,David Vann,Vann David,(nie znaleziono),https://static.prsa.pl/images/8b0751a1-be3e-4919-b7ba-a0293181a6d9.jpg?format=500,2019-10-05,Literackie wyprawy na kalifornijską prowincję i pod Londyn,"https://www.polskieradio.pl/8/2827/Artykul/2378129,literackie-wyprawy-na-kalifornijska-prowincje-i-pod-londyn"
Lanny,Max Porter,Porter Max,Jerzy Łoziński,https://static.prsa.pl/images/8b0751a1-be3e-4919-b7ba-a0293181a6d9.jpg?format=500,2019-10-05,Literackie wyprawy na kalifornijską prowincję i pod Londyn,"https://www.polskieradio.pl/8/2827/Artykul/2378129,literackie-wyprawy-na-kalifornijska-prowincje-i-pod-londyn"
Ani złego słowa,Uzodinma Iweala,Iweala Uzodinma,Piotr Tarczyński,https://static.prsa.pl/images/3dd3e044-d239-4b55-9c76-395a0dc48924.jpg?format=500,2019-09-25,Iweala Uzodinmna i Donal Ryan. Poszukiwanie lepszego świata,"https://www.polskieradio.pl/8/2827/Artykul/2370254,iweala-uzodinmna-i-donal-ryan-poszukiwanie-lepszego-swiata"
Dwadzieścia jeden uderzeń serca,Donal Ryan,Ryan Donal,Ewa Pater-Podgórna,https://static.prsa.pl/images/3dd3e044-d239-4b55-9c76-395a0dc48924.jpg?format=500,2019-09-25,Iweala Uzodinmna i Donal Ryan. Poszukiwanie lepszego świata,"https://www.polskieradio.pl/8/2827/Artykul/2370254,iweala-uzodinmna-i-donal-ryan-poszukiwanie-lepszego-swiata"
Dropie,Natalka Suszczyńska,Suszczyńska Natalka,(brak danych),https://static.prsa.pl/images/899c493e-b9ee-4e60-9a73-2cfaad993223.jpg?format=500,2019-09-22,Nowości polskiej prozy,"https://www.polskieradio.pl/8/2827/Artykul/2371014,nowosci-polskiej-prozy"
Złodzieje bzu,Hubert Klimko-Dobrzaniecki,Klimko-Dobrzaniecki Hubert,(nie znaleziono),https://static.prsa.pl/images/899c493e-b9ee-4e60-9a73-2cfaad993223.jpg?format=500,2019-09-22,Nowości polskiej prozy,"https://www.polskieradio.pl/8/2827/Artykul/2371014,nowosci-polskiej-prozy"
Nieradość,Paweł Sołtys,Sołtys Paweł,(nie znaleziono),https://static.prsa.pl/images/7b712c3d-f857-424d-9547-057a2f24e968.jpg,2019-09-14,Pamięć i czas w polskiej literaturze współczesnej,"https://www.polskieradio.pl/8/2827/Artykul/2367572,pamiec-i-czas-w-polskiej-literaturze-wspolczesnej"
Zaraz będzie po wszystkim,Grzegorz Uzdański,Uzdański Grzegorz,(brak danych),https://static.prsa.pl/images/7b712c3d-f857-424d-9547-057a2f24e968.jpg,2019-09-14,Pamięć i czas w polskiej literaturze współczesnej,"https://www.polskieradio.pl/8/2827/Artykul/2367572,pamiec-i-czas-w-polskiej-literaturze-wspolczesnej"
Nuselski punk,Green Scum,Scum Green,Krzysztof Rejmer,https://static.prsa.pl/images/a93ffbfc-bf4e-4810-bd43-7457a2f11a92.jpg,2019-09-07,Barwny obraz nizin społecznych po czesku,"https://www.polskieradio.pl/8/2827/Artykul/2365063,barwny-obraz-nizin-spolecznych-po-czesku"
Wrażliwy człowiek,Jáchym Topol,Topol Jáchym,Dorota Dobrew,https://static.prsa.pl/images/a93ffbfc-bf4e-4810-bd43-7457a2f11a92.jpg,2019-09-07,Barwny obraz nizin społecznych po czesku,"https://www.polskieradio.pl/8/2827/Artykul/2365063,barwny-obraz-nizin-spolecznych-po-czesku"
Siostrę Śmierć,Daniel Petr,Petr Daniel,(nie znaleziono),https://static.prsa.pl/images/e552f9c8-17cd-4ace-8cd1-a11b796eab95.jpg,2019-08-31,Zagadki kryminalne Wojciecha Chmielarza i Daniela Petra,"https://www.polskieradio.pl/8/2827/Artykul/2361186,zagadki-kryminalne-wojciecha-chmielarza-i-daniela-petra"
Rana,Wojciech Chmielarz,Chmielarz Wojciech,(nie znaleziono),https://static.prsa.pl/images/e552f9c8-17cd-4ace-8cd1-a11b796eab95.jpg,2019-08-31,Zagadki kryminalne Wojciecha Chmielarza i Daniela Petra,"https://www.polskieradio.pl/8/2827/Artykul/2361186,zagadki-kryminalne-wojciecha-chmielarza-i-daniela-petra"
Bogowie pokazują klaty,Bill Gaston,Gaston Bill,"Krzysztof Majer, Kaja Gucio",https://static.prsa.pl/images/5ca0589a-faf1-4b02-a66c-420f19919bf9.jpg?format=500,2019-08-23,Amerykańscy pisarze pytają o życiowe fundamenty,"https://www.polskieradio.pl/8/2827/Artykul/2358690,amerykanscy-pisarze-pytaja-o-zyciowe-fundamenty"
Mój rok relaksu i odpoczynku,Ottessa Moshfegh,Moshfegh Ottessa,Łukasz Buchalski,https://static.prsa.pl/images/5ca0589a-faf1-4b02-a66c-420f19919bf9.jpg?format=500,2019-08-23,Amerykańscy pisarze pytają o życiowe fundamenty,"https://www.polskieradio.pl/8/2827/Artykul/2358690,amerykanscy-pisarze-pytaja-o-zyciowe-fundamenty"
Colin Thubron. Spotkanie z pisarzem wędrowcem,Colin Thubron,Thubron Colin,(nie znaleziono),https://static.prsa.pl/images/6e0b3a0d-8502-42fb-ac92-2909fadb0159.jpg?format=500,2019-08-17,Colin Thubron. Spotkanie z pisarzem wędrowcem,"https://www.polskieradio.pl/8/2827/Artykul/2355862,colin-thubron-spotkanie-z-pisarzem-wedrowcem"
"Bestia. O ludziach, którzy nikogo nie obchodzą",Oscar Martinez,Martinez Oscar,Tomasz Pindel,https://static.prsa.pl/images/04c849d8-ff79-43c5-b27e-850e7491a12a.jpg?format=500,2019-08-10,"Z Oscarem Martinezem do Meksyku, z Filipem Springerem do Skandynawii","https://www.polskieradio.pl/8/2827/Artykul/2351985,z-oscarem-martinezem-do-meksyku-z-filipem-springerem-do-skandynawii"
"Dwunaste: nie myśl, że uciekniesz",Filip Springer,Springer Filip,(brak danych),https://static.prsa.pl/images/04c849d8-ff79-43c5-b27e-850e7491a12a.jpg?format=500,2019-08-10,"Z Oscarem Martinezem do Meksyku, z Filipem Springerem do Skandynawii","https://www.polskieradio.pl/8/2827/Artykul/2351985,z-oscarem-martinezem-do-meksyku-z-filipem-springerem-do-skandynawii"
Niewinni,Ioana Pârvulescu,Pârvulescu Ioana,Joanna Kornaś-Warwas,https://static.prsa.pl/images/2f592c80-182d-4a3b-b7a7-2f99fbd89e25.jpg?format=500,2019-08-02,Nowa proza z Europy Środkowo-Wschodniej,"https://www.polskieradio.pl/8/2827/Artykul/2349886,nowa-proza-z-europy-srodkowowschodniej"
Letnie przesilenie,Svetislav Basara,Basara Svetislav,Danuta Cirlić-Straszyńska,https://static.prsa.pl/images/2f592c80-182d-4a3b-b7a7-2f99fbd89e25.jpg?format=500,2019-08-02,Nowa proza z Europy Środkowo-Wschodniej,"https://www.polskieradio.pl/8/2827/Artykul/2349886,nowa-proza-z-europy-srodkowowschodniej"
Przyjaciel,Sigrid Nunez,Nunez Sigrid,(nie znaleziono),https://static.prsa.pl/images/745ece33-9461-480c-a0bc-fa6be33615bc.jpg?format=500,2019-07-27,"Polski debiut pisarzy, którzy zachwycili Nowy Jork","https://www.polskieradio.pl/8/2827/Artykul/2345487,polski-debiut-pisarzy-ktorzy-zachwycili-nowy-jork"
Głosuj na pana Robinsona i lepszy świat!,Donald Antrim,Antrim Donald,Mikołaj Denderski,https://static.prsa.pl/images/745ece33-9461-480c-a0bc-fa6be33615bc.jpg?format=500,2019-07-27,"Polski debiut pisarzy, którzy zachwycili Nowy Jork","https://www.polskieradio.pl/8/2827/Artykul/2345487,polski-debiut-pisarzy-ktorzy-zachwycili-nowy-jork"
Nóż,Krzysztof Bielecki,Bielecki Krzysztof,(nie znaleziono),https://static.prsa.pl/images/2fbafbb5-104f-4f3c-ac9d-5e126188db30.jpg?format=500,2019-07-22,Krzysztof Bielecki: to jest książka pisana z pamięci,"https://www.polskieradio.pl/8/2827/Artykul/2344849,krzysztof-bielecki-to-jest-ksiazka-pisana-z-pamieci"
Trzy razy o świcie,Alessandro Baricco,Baricco Alessandro,Lucyna Rodziewicz-Doktór,https://static.prsa.pl/images/6ea76b72-f70f-425b-8aba-d7b72a9e44ff.jpg?format=500,2019-07-13,Życiowy Baricco i zabawny Magris,"https://www.polskieradio.pl/8/2827/Artykul/2340897,zyciowy-baricco-i-zabawny-magris"
Piąty wymiar,Martin Vopěnka,Vopěnka Martin,Elżbieta Zimna,https://static.prsa.pl/images/76c14e70-11a5-46b7-bb81-9824a0290ecc.jpg?format=500,2019-07-06,Piąty wymiar i Kobold. Powieści zza południowej granicy,"https://www.polskieradio.pl/8/2827/Artykul/2335779,piaty-wymiar-i-kobold-powiesci-zza-poludniowej-granicy"
Kobold,Radka Denemarková,Denemarková Radka,"Olga Czernikow, Agata Wróbel",https://static.prsa.pl/images/76c14e70-11a5-46b7-bb81-9824a0290ecc.jpg?format=500,2019-07-06,Piąty wymiar i Kobold. Powieści zza południowej granicy,"https://www.polskieradio.pl/8/2827/Artykul/2335779,piaty-wymiar-i-kobold-powiesci-zza-poludniowej-granicy"
Klub snów,Katarzyna Michalczak,Michalczak Katarzyna,(brak danych),https://static.prsa.pl/images/50cd2c64-608e-4d4b-a78f-84a993c33b6f.jpg?format=500,2019-06-29,Klub snów i Doktor Bianko. Krótka forma po polsku,"https://www.polskieradio.pl/8/2827/Artykul/2332656,klub-snow-i-doktor-bianko-krotka-forma-po-polsku"
Doktor Bianko,Maciek Bielawski,Bielawski Maciek,(brak danych),https://static.prsa.pl/images/50cd2c64-608e-4d4b-a78f-84a993c33b6f.jpg?format=500,2019-06-29,Klub snów i Doktor Bianko. Krótka forma po polsku,"https://www.polskieradio.pl/8/2827/Artykul/2332656,klub-snow-i-doktor-bianko-krotka-forma-po-polsku"
"Brzydkim, złym i szczerym",Adam Ostrowski,Ostrowski Adam,(nie znaleziono),https://static.prsa.pl/images/71929416-27ad-44a9-a401-6d33802f618a.jpg,2019-06-22,Miłość i energia. O.S.T.R. o swoim życiu,"https://www.polskieradio.pl/8/2827/Artykul/2328035,milosc-i-energia-ostr-o-swoim-zyciu"
Kochankowie Justycji,Jurij Andruchowycz,Andruchowycz Jurij,"Katarzyna Kotyńska, Aleksandra Hnatiuk",https://static.prsa.pl/images/a1858618-0819-4f7c-a842-a960e3709196.jpg?format=500,2019-06-15,Proza ukraińska. Literackie obrazy namiętności,"https://www.polskieradio.pl/8/2827/Artykul/2325158,proza-ukrainska-literackie-obrazy-namietnosci"
Wyspa,Żanna Słoniowska,Słoniowska Żanna,(nie znaleziono),https://static.prsa.pl/images/a1858618-0819-4f7c-a842-a960e3709196.jpg?format=500,2019-06-15,Proza ukraińska. Literackie obrazy namiętności,"https://www.polskieradio.pl/8/2827/Artykul/2325158,proza-ukrainska-literackie-obrazy-namietnosci"
"Shitshow! Ameryka się sypie, a oglądalność szybuje",Charlie LeDuff,LeDuff Charlie,Kaja Gucio,https://static.prsa.pl/images/f61d25b7-7f2c-4045-ada0-3d36b28bea99.jpg?format=500,2019-06-03,Houellebecq i LeDuff - nieznośny urok dekadencji,"https://www.polskieradio.pl/8/2827/Artykul/2321599,houellebecq-i-leduff-nieznosny-urok-dekadencji"
Serotonina,Michel Houellebecq,Houellebecq Michel,Beata Geppert,https://static.prsa.pl/images/f61d25b7-7f2c-4045-ada0-3d36b28bea99.jpg?format=500,2019-06-03,Houellebecq i LeDuff - nieznośny urok dekadencji,"https://www.polskieradio.pl/8/2827/Artykul/2321599,houellebecq-i-leduff-nieznosny-urok-dekadencji"
Kult,Łukasz Orbitowski,Orbitowski Łukasz,(nie znaleziono),https://static.prsa.pl/images/1276f24e-f3cf-427d-93c8-02764f79d0ca.jpg?format=500,2019-06-01,"Orbitowski i Szostak, cuda i podziemia","https://www.polskieradio.pl/8/2827/Artykul/2317630,orbitowski-i-szostak-cuda-i-podziemia"
Poniewczasie,Wit Szostak,Szostak Wit,(brak danych),https://static.prsa.pl/images/1276f24e-f3cf-427d-93c8-02764f79d0ca.jpg?format=500,2019-06-01,"Orbitowski i Szostak, cuda i podziemia","https://www.polskieradio.pl/8/2827/Artykul/2317630,orbitowski-i-szostak-cuda-i-podziemia"
Fluff,Natalia Osińska,Osińska Natalia,(brak danych),https://static.prsa.pl/images/b96bfcd4-f83a-49ba-b4be-b31f32ab6df6.jpg?format=500,2019-05-25,"Wielka gonitwa”, „inne relacje”, czyli książki dla nastolatków","https://www.polskieradio.pl/8/2827/Artykul/2313528,wielka-gonitwa-inne-relacje-czyli-ksiazki-dla-nastolatkow"
Sroga zima,Raymond Queneau,Queneau Raymond,Hanna Igalson-Tygielska,https://static.prsa.pl/images/208df7b6-2f2a-473e-9389-ed645264908d.jpg?format=500,2019-05-18,Francuskie dylematy rzeczywistości dwóch wojen,"https://www.polskieradio.pl/8/2827/Artykul/2309458,francuskie-dylematy-rzeczywistosci-dwoch-wojen"
Dora Bruder,Patrick Modiano,Modiano Patrick,Bożena Sęk,https://static.prsa.pl/images/208df7b6-2f2a-473e-9389-ed645264908d.jpg?format=500,2019-05-18,Francuskie dylematy rzeczywistości dwóch wojen,"https://www.polskieradio.pl/8/2827/Artykul/2309458,francuskie-dylematy-rzeczywistosci-dwoch-wojen"
Floryda,Lauren Groff,Groff Lauren,(nie znaleziono),https://static.prsa.pl/images/fe40699f-2d55-4278-86ee-a59be7ddb6c8.jpg?format=500,2019-05-10,Floryda i Kociarz. Świeża proza z Ameryki,"https://www.polskieradio.pl/8/2827/Artykul/2306583,floryda-i-kociarz-swieza-proza-z-ameryki"
Kociarz,Kristen Roupenian,Roupenian Kristen,(nie znaleziono),https://static.prsa.pl/images/fe40699f-2d55-4278-86ee-a59be7ddb6c8.jpg?format=500,2019-05-10,Floryda i Kociarz. Świeża proza z Ameryki,"https://www.polskieradio.pl/8/2827/Artykul/2306583,floryda-i-kociarz-swieza-proza-z-ameryki"
Miasto uśpionych kobiet,Gyula Krúdy,Krúdy Gyula,"Teresa Worowska, Elżbieta Cygielska-Guttman",https://static.prsa.pl/images/99b9d28f-c195-4c6f-9924-bc4adaa30145.jpg?format=500,2019-05-04,Krudy i Esterhazy. Węgierscy giganci literatury,"https://www.polskieradio.pl/8/2827/Artykul/2303000,krudy-i-esterhazy-wegierscy-giganci-literatury"
Podróż w głąb pola karnego,Péter Esterházy,Esterházy Péter,Elżbieta Sobolewska,https://static.prsa.pl/images/99b9d28f-c195-4c6f-9924-bc4adaa30145.jpg?format=500,2019-05-04,Krudy i Esterhazy. Węgierscy giganci literatury,"https://www.polskieradio.pl/8/2827/Artykul/2303000,krudy-i-esterhazy-wegierscy-giganci-literatury"
Wypędzenie Gerty Schnirch,Kateřina Tučková,Tučková Kateřina,Julia Różewicz,https://static.prsa.pl/images/b498404b-20cf-4b3a-b83f-7f886d92d396.jpg?format=500,2019-04-27,Nowe opowieści z Czech i Rosji,"https://www.polskieradio.pl/8/2827/Artykul/2300462,nowe-opowiesci-z-czech-i-rosji"
