Tytuł,Autor,Autor (po nazwisku),Tłumacz,Okładka,Data emisji,Opis audycji,Link
Cudze słowa,Wit Szostak,Szostak Wit,(brak danych),https://static.prsa.pl/images/20f92b3c-22b1-4267-b90f-98d2d6e8af7c.jpg,2020-11-29,Halny i Cudze słowa. Kraków w powieści i opowiadaniach,"https://www.polskieradio.pl/8/2827/Artykul/2627603,halny-i-cudze-slowa-krakow-w-powiesci-i-opowiadaniach"
Życie bez końca,Frederic Beigbeder,Beigbeder Frederic,Wiktor Dłuski,https://static.prsa.pl/images/ca136339-ea37-442c-81dc-2988ab4e49d9.jpg,2020-11-22,Zaskakujące życiowe porady i walka o przetrwanie,"https://www.polskieradio.pl/8/2827/Artykul/2623084,zaskakujace-zyciowe-porady-i-walka-o-przetrwanie"
Kolory ognia,Pierre Lemaitre,Lemaitre Pierre,Joanna Polachowska,https://static.prsa.pl/images/ca136339-ea37-442c-81dc-2988ab4e49d9.jpg,2020-11-22,Zaskakujące życiowe porady i walka o przetrwanie,"https://www.polskieradio.pl/8/2827/Artykul/2623084,zaskakujace-zyciowe-porady-i-walka-o-przetrwanie"
Obudzę się na Shibui,Anna Cima,Cima Anna,Krzysztof Wołosiuk,https://static.prsa.pl/images/e9ba229d-6096-458d-ad1c-a4b0813759df.jpg,2020-11-15,Japoński sen,"https://www.polskieradio.pl/8/2827/Artykul/2619058,japonski-sen"
Haru,Flavia Company,Company Flavia,(nie znaleziono),https://static.prsa.pl/images/e9ba229d-6096-458d-ad1c-a4b0813759df.jpg,2020-11-15,Japoński sen,"https://www.polskieradio.pl/8/2827/Artykul/2619058,japonski-sen"
Piękne zielone oczy,Arnošt Lustig,Lustig Arnošt,Jan Stachowski,https://static.prsa.pl/images/7ca4c781-c177-4b85-981c-3a8c1c24b006.jpg,2020-11-07,Piękne zielone oczy i Dodatkowa dusza. Groza II wojny światowej,"https://www.polskieradio.pl/8/2827/Artykul/2616289,piekne-zielone-oczy-i-dodatkowa-dusza-groza-ii-wojny-swiatowej"
Dodatkowa dusza,Wioletta Grzegorzewska,Grzegorzewska Wioletta,(brak danych),https://static.prsa.pl/images/7ca4c781-c177-4b85-981c-3a8c1c24b006.jpg,2020-11-07,Piękne zielone oczy i Dodatkowa dusza. Groza II wojny światowej,"https://www.polskieradio.pl/8/2827/Artykul/2616289,piekne-zielone-oczy-i-dodatkowa-dusza-groza-ii-wojny-swiatowej"
Calypso,David Sedaris,Sedaris David,Piotr Tarczyński,https://static.prsa.pl/images/6c07154a-0e4b-4b9b-ab53-6e74ed5db340.jpg,2020-10-25,"Od uśmiechu, przez miłość, po śmierć","https://www.polskieradio.pl/8/2827/Artykul/2608193,od-usmiechu-przez-milosc-po-smierc"
Świeży,Nico Walker,Walker Nico,(nie znaleziono),https://static.prsa.pl/images/6c07154a-0e4b-4b9b-ab53-6e74ed5db340.jpg,2020-10-25,"Od uśmiechu, przez miłość, po śmierć","https://www.polskieradio.pl/8/2827/Artykul/2608193,od-usmiechu-przez-milosc-po-smierc"
Przejście,Pajtim Statovci,Statovci Pajtim,(nie znaleziono),https://static.prsa.pl/images/2d884e36-a10f-4b89-af5a-a7a56529fff2.jpg,2020-10-18,Przejście i Wzgórze. Bałkańskie opowieści o ucieczce,"https://www.polskieradio.pl/8/2827/Artykul/2602181,przejscie-i-wzgorze-balkanskie-opowiesci-o-ucieczce"
Wzgórze,Ivica Prtenjača,Prtenjača Ivica,Siniša Kasumović,https://static.prsa.pl/images/2d884e36-a10f-4b89-af5a-a7a56529fff2.jpg,2020-10-18,Przejście i Wzgórze. Bałkańskie opowieści o ucieczce,"https://www.polskieradio.pl/8/2827/Artykul/2602181,przejscie-i-wzgorze-balkanskie-opowiesci-o-ucieczce"
Talita,Paweł Huelle,Huelle Paweł,(brak danych),https://static.prsa.pl/images/3729ec95-c282-4308-a5c3-a58608b922fc.jpg,2020-10-11,Talita i Portrecista psów. Podobne tylko z okładki,"https://www.polskieradio.pl/8/2827/Artykul/2597213,talita-i-portrecista-psow-podobne-tylko-z-okladki"
Portrecista psów,Wojciech Chamier-Gliszczyński,Chamier-Gliszczyński Wojciech,(brak danych),https://static.prsa.pl/images/3729ec95-c282-4308-a5c3-a58608b922fc.jpg,2020-10-11,Talita i Portrecista psów. Podobne tylko z okładki,"https://www.polskieradio.pl/8/2827/Artykul/2597213,talita-i-portrecista-psow-podobne-tylko-z-okladki"
Klub. Seksskandal w Komitecie Noblowskim,Matilda Gustavsson,Gustavsson Matilda,Justyna Czechowska,https://static.prsa.pl/images/60cdc2ed-e44f-4e03-8067-851e0010300c.jpg,2020-10-01,Reportaże o przemocy seksualnej w Komitecie Noblowskim i Hollywood,"https://www.polskieradio.pl/8/2827/Artykul/2593434,reportaze-o-przemocy-seksualnej-w-komitecie-noblowskim-i-hollywood"
Złap i ukręć łeb,Ronan Farrow,Farrow Ronan,"Anna Dzierzgowska, Sławomir Królak",https://static.prsa.pl/images/60cdc2ed-e44f-4e03-8067-851e0010300c.jpg,2020-10-01,Reportaże o przemocy seksualnej w Komitecie Noblowskim i Hollywood,"https://www.polskieradio.pl/8/2827/Artykul/2593434,reportaze-o-przemocy-seksualnej-w-komitecie-noblowskim-i-hollywood"
Pokora,Szczepan Twardoch,Twardoch Szczepan,(nie znaleziono),https://static.prsa.pl/images/3d372df8-3485-413d-b179-c10e0133e002.jpg,2020-09-27,"Szczepan Twardoch Pokora. Opowieść o miłości, wojnie i rewolucji","https://www.polskieradio.pl/8/2827/Artykul/2590239,szczepan-twardoch-pokora-opowiesc-o-milosci-wojnie-i-rewolucji"
Ziemiożerczyni,Dolores Reyes,Reyes Dolores,(nie znaleziono),https://static.prsa.pl/images/8460c49f-4172-4680-a926-d53897d9f54f.jpg,2020-09-20,Ziemiożerczyni i Bezpieczna odległość. Opowieści z Buenos Aires,"https://www.polskieradio.pl/8/2827/Artykul/2584780,ziemiozerczyni-i-bezpieczna-odleglosc-opowiesci-z-buenos-aires"
Bezpieczna odległość,Samanta Schweblin,Schweblin Samanta,Tomasz Pindel,https://static.prsa.pl/images/8460c49f-4172-4680-a926-d53897d9f54f.jpg,2020-09-20,Ziemiożerczyni i Bezpieczna odległość. Opowieści z Buenos Aires,"https://www.polskieradio.pl/8/2827/Artykul/2584780,ziemiozerczyni-i-bezpieczna-odleglosc-opowiesci-z-buenos-aires"
Rok zająca,Arti Paasilinna,Paasilinna Arti,(nie znaleziono),https://static.prsa.pl/images/0373bc0f-4999-4743-a90c-d1b6b326fbd4.jpg,2020-09-10,Pociągające zwierzęta w Roku zająca i Faunie Północy,"https://www.polskieradio.pl/8/2827/Artykul/2579726,pociagajace-zwierzeta-w-roku-zajaca-i-faunie-polnocy"
Faunie Północy,Andrea Lundgren,Lundgren Andrea,(nie znaleziono),https://static.prsa.pl/images/0373bc0f-4999-4743-a90c-d1b6b326fbd4.jpg,2020-09-10,Pociągające zwierzęta w Roku zająca i Faunie Północy,"https://www.polskieradio.pl/8/2827/Artykul/2579726,pociagajace-zwierzeta-w-roku-zajaca-i-faunie-polnocy"
Wierność,Marco Missiroli,Missiroli Marco,(nie znaleziono),https://static.prsa.pl/images/f2d1bc04-6fc7-40b5-8015-75a1e5c1425d.jpg,2020-09-05,Wierność i Średni współczynnik szczęścia. Literatura z południa Europy,"https://www.polskieradio.pl/8/2827/Artykul/2577102,wiernosc-i-sredni-wspolczynnik-szczescia-literatura-z-poludnia-europy"
Średni współczynnik szczęścia,David Machado,Machado David,Wojciech Charchalis,https://static.prsa.pl/images/f2d1bc04-6fc7-40b5-8015-75a1e5c1425d.jpg,2020-09-05,Wierność i Średni współczynnik szczęścia. Literatura z południa Europy,"https://www.polskieradio.pl/8/2827/Artykul/2577102,wiernosc-i-sredni-wspolczynnik-szczescia-literatura-z-poludnia-europy"
Zdarzenia. Naśladowcę głosów,Thomas Bernhard,Bernhard Thomas,(nie znaleziono),https://static.prsa.pl/images/e4e39769-c874-4486-9d4d-0d6082e34016.jpg,2020-08-26,Prozatorskie miniatury Thomasa Bernharda i Roberta Walsera,"https://www.polskieradio.pl/8/2827/Artykul/2571059,prozatorskie-miniatury-thomasa-bernharda-i-roberta-walsera"
Zbój,Robert Walser,Walser Robert,(nie znaleziono),https://static.prsa.pl/images/e4e39769-c874-4486-9d4d-0d6082e34016.jpg,2020-08-26,Prozatorskie miniatury Thomasa Bernharda i Roberta Walsera,"https://www.polskieradio.pl/8/2827/Artykul/2571059,prozatorskie-miniatury-thomasa-bernharda-i-roberta-walsera"
Poufne,Mikołaj Grynberg,Grynberg Mikołaj,(brak danych),https://static.prsa.pl/images/7293013b-9b23-493d-864f-856cdefe7d64.jpg?format=500,2020-08-23,Nowa proza Mikołaja Grynberga i Jakuba Kornhausera,"https://www.polskieradio.pl/8/2827/Artykul/2569173,nowa-proza-mikolaja-grynberga-i-jakuba-kornhausera"
Premie górskie najwyższej kategorii,Jakub Kornhauser,Kornhauser Jakub,(brak danych),https://static.prsa.pl/images/7293013b-9b23-493d-864f-856cdefe7d64.jpg?format=500,2020-08-23,Nowa proza Mikołaja Grynberga i Jakuba Kornhausera,"https://www.polskieradio.pl/8/2827/Artykul/2569173,nowa-proza-mikolaja-grynberga-i-jakuba-kornhausera"
Kobieta bez grobu. Historia mojej ciotki,Martin Pollack,Pollack Martin,Karolina Niedenthal,https://static.prsa.pl/images/17490fde-6028-439c-a769-5fa5013da8f0.jpg?format=500,2020-08-16,Bałkany w cieniu wojen,"https://www.polskieradio.pl/8/2827/Artykul/2563721,balkany-w-cieniu-wojen"
Sarajewskiego Marlboro,Miljenko Jergović,Jergović Miljenko,(nie znaleziono),https://static.prsa.pl/images/17490fde-6028-439c-a769-5fa5013da8f0.jpg?format=500,2020-08-16,Bałkany w cieniu wojen,"https://www.polskieradio.pl/8/2827/Artykul/2563721,balkany-w-cieniu-wojen"
Na obcej ziemi,Izrael Joszua Singer,Joszua Singer Izrael,(brak danych),https://static.prsa.pl/images/2bb7e102-98c3-4492-8f52-489fe4e0628a.jpg,2020-08-05,Na obcej ziemi i Przechytrzyć historię. Literatura jidysz dawna i współczesna,"https://www.polskieradio.pl/8/2827/Artykul/2560432,na-obcej-ziemi-i-przechytrzyc-historie-literatura-jidysz-dawna-i-wspolczesna"
Przechytrzyć historię,Aaron Lansky,Lansky Aaron,(nie znaleziono),https://static.prsa.pl/images/2bb7e102-98c3-4492-8f52-489fe4e0628a.jpg,2020-08-05,Na obcej ziemi i Przechytrzyć historię. Literatura jidysz dawna i współczesna,"https://www.polskieradio.pl/8/2827/Artykul/2560432,na-obcej-ziemi-i-przechytrzyc-historie-literatura-jidysz-dawna-i-wspolczesna"
Bezmatek,Mira Marcinów,Marcinów Mira,(brak danych),https://static.prsa.pl/images/c966d92a-374b-4fc6-a404-9a65d8313248.jpg?format=500,2020-08-02,Bezmatek i Jaśmina Berezy. Polska proza kobieca,"https://www.polskieradio.pl/8/2827/Artykul/2558282,bezmatek-i-jasmina-berezy-polska-proza-kobieca"
Jaśmina Berezy,Karolina Jaklewicz,Jaklewicz Karolina,(brak danych),https://static.prsa.pl/images/c966d92a-374b-4fc6-a404-9a65d8313248.jpg?format=500,2020-08-02,Bezmatek i Jaśmina Berezy. Polska proza kobieca,"https://www.polskieradio.pl/8/2827/Artykul/2558282,bezmatek-i-jasmina-berezy-polska-proza-kobieca"
Bezrożec,Petr Stančík,Stančík Petr,Elżbieta Zimna,https://static.prsa.pl/images/250da9e0-67e2-42bc-9ade-112375d5db11.jpg,2020-07-26,Bezrożec i Pojęcia podstawowe. Dwie premiery z Czech,"https://www.polskieradio.pl/8/2827/Artykul/2553790,bezrozec-i-pojecia-podstawowe-dwie-premiery-z-czech"
Pojęcia podstawowe,Petr Král,Král Petr,Zbigniew Machej,https://static.prsa.pl/images/250da9e0-67e2-42bc-9ade-112375d5db11.jpg,2020-07-26,Bezrożec i Pojęcia podstawowe. Dwie premiery z Czech,"https://www.polskieradio.pl/8/2827/Artykul/2553790,bezrozec-i-pojecia-podstawowe-dwie-premiery-z-czech"
Układ(a)ne,Aoko Matsuda,Matsuda Aoko,(nie znaleziono),https://static.prsa.pl/images/53ae7fb2-3614-42fc-a8de-836f337978cf.jpg,2020-07-16,Układ(a)ne i Kieszonkowiec. Nowości prozy japońskiej,"https://www.polskieradio.pl/8/2827/Artykul/2551078,ukladane-i-kieszonkowiec-nowosci-prozy-japonskiej"
Kieszonkowiec,Fuminori Nakamura,Nakamura Fuminori,(nie znaleziono),https://static.prsa.pl/images/53ae7fb2-3614-42fc-a8de-836f337978cf.jpg,2020-07-16,Układ(a)ne i Kieszonkowiec. Nowości prozy japońskiej,"https://www.polskieradio.pl/8/2827/Artykul/2551078,ukladane-i-kieszonkowiec-nowosci-prozy-japonskiej"
Nieśmiały zabójca,Clara Usón,Usón Clara,Wojciech Charchalis,https://static.prsa.pl/images/53509b2f-e57b-4d82-ac94-065a713e44b0.jpg?format=500,2020-07-12,Literatura zabójcza i pikantna,"https://www.polskieradio.pl/8/2827/Artykul/2548238,literatura-zabojcza-i-pikantna"
Moja siostra morduje seryjnie,Oyinkan Braithwaite,Braithwaite Oyinkan,Maciejka Mazan,https://static.prsa.pl/images/d113950f-20f0-45bd-bab3-78bff7fc897a.jpg?format=500,2020-07-05,Od Meksyku do Warszawy z polskimi autorami,"https://www.polskieradio.pl/8/2827/Artykul/2543896,od-meksyku-do-warszawy-z-polskimi-autorami"
Zapiski z Konga,Nikolaj Frobenius,Frobenius Nikolaj,Ewa M. Bilińska,https://static.prsa.pl/images/1b1793a4-3e31-4613-a3fc-19746d23b2a4.jpg,2020-06-25,Pisarze skandynawscy i różne oblicza kryzysu,"https://www.polskieradio.pl/8/2827/Artykul/2539112,pisarze-skandynawscy-i-rozne-oblicza-kryzysu"
Blizna,Auður Ava Ólafsdóttir,Ava Ólafsdóttir Auður,(nie znaleziono),https://static.prsa.pl/images/1b1793a4-3e31-4613-a3fc-19746d23b2a4.jpg,2020-06-25,Pisarze skandynawscy i różne oblicza kryzysu,"https://www.polskieradio.pl/8/2827/Artykul/2539112,pisarze-skandynawscy-i-rozne-oblicza-kryzysu"
Weltschmerz hardcore,Wojciech Kozielski,Kozielski Wojciech,(brak danych),https://static.prsa.pl/images/19746153-9f32-4f8e-94b0-64e6eac2b236.jpg,2020-06-20,Ostra jazda śląskich punków i warszawska Ochota z humorem,"https://www.polskieradio.pl/8/2827/Artykul/2534213,ostra-jazda-slaskich-punkow-i-warszawska-ochota-z-humorem"
Baśka,Wojtek Friedmann,Friedmann Wojtek,(nie znaleziono),https://static.prsa.pl/images/19746153-9f32-4f8e-94b0-64e6eac2b236.jpg,2020-06-20,Ostra jazda śląskich punków i warszawska Ochota z humorem,"https://www.polskieradio.pl/8/2827/Artykul/2534213,ostra-jazda-slaskich-punkow-i-warszawska-ochota-z-humorem"
Dendryty,Kallia Papadaki,Papadaki Kallia,Ewa T. Szyler,https://static.prsa.pl/images/5a879f78-e3a4-4fb7-b64a-fe9b50389475.jpg,2020-06-13,Dendryty i Od dwóch tysięcy lat. Historie jednostek na tle epoki,"https://www.polskieradio.pl/8/2827/Artykul/2530321,dendryty-i-od-dwoch-tysiecy-lat-historie-jednostek-na-tle-epoki"
Od dwóch tysięcy lat,Mihail Sebastian,Sebastian Mihail,Dominik Małecki,https://static.prsa.pl/images/5a879f78-e3a4-4fb7-b64a-fe9b50389475.jpg,2020-06-13,Dendryty i Od dwóch tysięcy lat. Historie jednostek na tle epoki,"https://www.polskieradio.pl/8/2827/Artykul/2530321,dendryty-i-od-dwoch-tysiecy-lat-historie-jednostek-na-tle-epoki"
Babcie,Petr Šabach,Šabach Petr,(nie znaleziono),https://static.prsa.pl/images/96dae50b-7f6c-48f8-91f1-b58a38054daf.jpg,2020-06-06,Babcie Petra Šabacha. Takie jest czeskie poczucie humoru,"https://www.polskieradio.pl/8/2827/Artykul/2525273,babcie-petra-šabacha-takie-jest-czeskie-poczucie-humoru"
Drugi sen,Robert Harris,Harris Robert,(nie znaleziono),https://static.prsa.pl/images/bd442f2e-f584-44a5-a111-1621a89200c5.jpg?format=500,2020-05-28,Thriller postapokaliptyczny i sporo o miłości,"https://www.polskieradio.pl/8/2827/Artykul/2520846,thriller-postapokaliptyczny-i-sporo-o-milosci"
"Ktoś, kto będzie cię kochał w całej twej nędznej glorii",Raphael Bob-Waksberg,Bob-Waksberg Raphael,Monika Skowron,https://static.prsa.pl/images/bd442f2e-f584-44a5-a111-1621a89200c5.jpg?format=500,2020-05-28,Thriller postapokaliptyczny i sporo o miłości,"https://www.polskieradio.pl/8/2827/Artykul/2520846,thriller-postapokaliptyczny-i-sporo-o-milosci"
Najgorętsza plaża w Finlandii,Antti Tuomainen,Tuomainen Antti,Bożena Kojro,https://static.prsa.pl/images/e6053b3a-b321-46e5-ae8f-4458a0e0bd9b.jpg?format=500,2020-05-23,Kryminalne historie z krajów nordyckich,"https://www.polskieradio.pl/8/2827/Artykul/2515369,kryminalne-historie-z-krajow-nordyckich"
Bardzo zimna wiosna,Katarzyna Tubylewicz,Tubylewicz Katarzyna,(brak danych),https://static.prsa.pl/images/e6053b3a-b321-46e5-ae8f-4458a0e0bd9b.jpg?format=500,2020-05-23,Kryminalne historie z krajów nordyckich,"https://www.polskieradio.pl/8/2827/Artykul/2515369,kryminalne-historie-z-krajow-nordyckich"
Małe Grozy,Łukasz Staniszewski,Staniszewski Łukasz,(brak danych),https://static.prsa.pl/images/924b0500-4558-47ee-bdf1-f199faf120a2.jpg?format=500,2020-05-08,Małe Grozy i Rzeczy niewysłowione. Magiczna Warmia oraz inne światy,"https://www.polskieradio.pl/8/2827/Artykul/2506628,male-grozy-i-rzeczy-niewyslowione-magiczna-warmia-oraz-inne-swiaty"
Literatura dla młodych czytelników,(brak danych),danych) (brak,(nie znaleziono),https://static.prsa.pl/images/7a610a26-1bc3-4245-b8c3-2f0904d766c8.jpg,2020-04-30,Literatura dla młodych czytelników,"https://www.polskieradio.pl/8/2827/Artykul/2502006,literatura-dla-mlodych-czytelnikow"
Pod Słońcem,Julia Fiedorczuk,Fiedorczuk Julia,(nie znaleziono),https://static.prsa.pl/images/d5dbe502-f1a9-42bf-92f5-9630c2d63e13.jpg,2020-04-25,Historia powojenna i współczesne zmagania z rzeczywistością,"https://www.polskieradio.pl/8/2827/Artykul/2497015,historia-powojenna-i-wspolczesne-zmagania-z-rzeczywistoscia"
Pustostany,Dorota Kotas,Kotas Dorota,(brak danych),https://static.prsa.pl/images/d5dbe502-f1a9-42bf-92f5-9630c2d63e13.jpg,2020-04-25,Historia powojenna i współczesne zmagania z rzeczywistością,"https://www.polskieradio.pl/8/2827/Artykul/2497015,historia-powojenna-i-wspolczesne-zmagania-z-rzeczywistoscia"
Krótka wycieczka na tamten świat,Juliusz Strachota,Strachota Juliusz,(brak danych),https://static.prsa.pl/images/885c75b6-be51-4871-b876-2d8abb276a0b.jpg,2020-04-18,Od Śląska po byłe republiki ZSRR,"https://www.polskieradio.pl/8/2827/Artykul/2493626,od-slaska-po-byle-republiki-zsrr"
Czarne miasto,Marta Knopik,Knopik Marta,(brak danych),https://static.prsa.pl/images/885c75b6-be51-4871-b876-2d8abb276a0b.jpg,2020-04-18,Od Śląska po byłe republiki ZSRR,"https://www.polskieradio.pl/8/2827/Artykul/2493626,od-slaska-po-byle-republiki-zsrr"
Syn Jezusa,Denis Johnson,Johnson Denis,(nie znaleziono),https://static.prsa.pl/images/48b7dac3-8903-4e04-a4e5-e8a83b7cb123.jpg,2020-04-03,Pragnienie Amélie Nothomb. Literatura o człowieczeństwie Jezusa,"https://www.polskieradio.pl/8/2827/Artykul/2486612,pragnienie-amélie-nothomb-literatura-o-czlowieczenstwie-jezusa"
Pragnienie,Amélie Nothomb,Nothomb Amélie,(nie znaleziono),https://static.prsa.pl/images/48b7dac3-8903-4e04-a4e5-e8a83b7cb123.jpg,2020-04-03,Pragnienie Amélie Nothomb. Literatura o człowieczeństwie Jezusa,"https://www.polskieradio.pl/8/2827/Artykul/2486612,pragnienie-amélie-nothomb-literatura-o-czlowieczenstwie-jezusa"
Marny,Andrew Sean Greer,Sean Greer Andrew,Dorota Konowrocka-Sawa,https://static.prsa.pl/images/3eafb696-2220-447b-b9bd-bd6b41f50eb3.jpg,2020-03-28,Literackie portrety mężczyzn,"https://www.polskieradio.pl/8/2827/Artykul/2482269,literackie-portrety-mezczyzn"
Nocny prom do Tangeru,Kevin Barry,Barry Kevin,Łukasz Buchalski,https://static.prsa.pl/images/3eafb696-2220-447b-b9bd-bd6b41f50eb3.jpg,2020-03-28,Literackie portrety mężczyzn,"https://www.polskieradio.pl/8/2827/Artykul/2482269,literackie-portrety-mezczyzn"
Gorzki świat,Josef Škvorecký,Škvorecký Josef,(brak danych),https://static.prsa.pl/images/eaf5041b-92df-41a7-a483-8652983599b0.jpg?format=500,2020-03-21,Literackie nowości z Czech,"https://www.polskieradio.pl/8/2827/Artykul/2477042,literackie-nowosci-z-czech"
Mapa Anny,Marek Šindelka,Šindelka Marek,Anna Wanik,https://static.prsa.pl/images/eaf5041b-92df-41a7-a483-8652983599b0.jpg?format=500,2020-03-21,Literackie nowości z Czech,"https://www.polskieradio.pl/8/2827/Artykul/2477042,literackie-nowosci-z-czech"
Lis,Dubravka Ugrešić,Ugrešić Dubravka,(nie znaleziono),https://static.prsa.pl/images/ceda11dd-974d-42f6-bc6f-694cc7d8fb2f.jpg,2020-03-13,Literatura jako przymus. Lis Dubravki Ugrešić,"https://www.polskieradio.pl/8/2827/Artykul/2473046,literatura-jako-przymus-lis-dubravki-ugrešic"
Krew i honor,Michał Zygmunt,Zygmunt Michał,(brak danych),https://static.prsa.pl/images/3299930c-4085-4a68-89b2-644392284c0e.jpg?format=500,2020-03-07,Nowości w polskiej prozie,"https://www.polskieradio.pl/8/2827/Artykul/2467730,nowosci-w-polskiej-prozie"
Żywopłoty,Maria Karpińska,Karpińska Maria,(nie znaleziono),https://static.prsa.pl/images/3299930c-4085-4a68-89b2-644392284c0e.jpg?format=500,2020-03-07,Nowości w polskiej prozie,"https://www.polskieradio.pl/8/2827/Artykul/2467730,nowosci-w-polskiej-prozie"
Normalni ludzie,Sally Rooney,Rooney Sally,Jerzy Kozłowski,https://static.prsa.pl/images/23b93d53-b524-421d-9c58-11e31df2dfee.jpg?format=500,2020-02-29,"Literackie premiery, które zachwyciły świat","https://www.polskieradio.pl/8/2827/Artykul/2463640,literackie-premiery-ktore-zachwycily-swiat"
Śmierć Jezusa,John Maxwell Coetzee,Coetzee J.M.,Mieczysław Godyń,https://static.prsa.pl/images/23b93d53-b524-421d-9c58-11e31df2dfee.jpg?format=500,2020-02-29,"Literackie premiery, które zachwyciły świat","https://www.polskieradio.pl/8/2827/Artykul/2463640,literackie-premiery-ktore-zachwycily-swiat"
Przełęcz Diatłowa. Tajemnica dziewięciorga,Anna Matwiejewa,Matwiejewa Anna,Magda Dolińska-Rydzek,https://static.prsa.pl/images/9e01fddb-5aab-4e57-8a7a-b5edf6f21be8.jpg,2020-02-21,Chaos i tajemnica. Opowieści z Rosji,"https://www.polskieradio.pl/8/2827/Artykul/2460109,chaos-i-tajemnica-opowiesci-z-rosji"
Dzieci Kronosa,Siergiej Lebiediew,Lebiediew Siergiej,Grzegorz Szymczak,https://static.prsa.pl/images/9e01fddb-5aab-4e57-8a7a-b5edf6f21be8.jpg,2020-02-21,Chaos i tajemnica. Opowieści z Rosji,"https://www.polskieradio.pl/8/2827/Artykul/2460109,chaos-i-tajemnica-opowiesci-z-rosji"
Pomarli,Waldemar Bawołek,Bawołek Waldemar,(nie znaleziono),https://static.prsa.pl/images/a199664c-5fea-48ea-9149-3ebdb148493f.jpg?format=500,2020-02-15,Pomarli i System Sulta. Nowości w polskiej prozie,"https://www.polskieradio.pl/8/2827/Artykul/2453376,pomarli-i-system-sulta-nowosci-w-polskiej-prozie"
System Sulta,Maciej Miłkowski,Miłkowski Maciej,(brak danych),https://static.prsa.pl/images/a199664c-5fea-48ea-9149-3ebdb148493f.jpg?format=500,2020-02-15,Pomarli i System Sulta. Nowości w polskiej prozie,"https://www.polskieradio.pl/8/2827/Artykul/2453376,pomarli-i-system-sulta-nowosci-w-polskiej-prozie"
Ciemność i partnerzy,Sigitas Parulskis,Parulskis Sigitas,Izabela Korybut-Daszkiewicz,https://static.prsa.pl/images/fcb1c46e-c924-442e-9c6c-f90d715ed94c.jpg?format=500,2020-02-08,Ciemność i literatura,"https://www.polskieradio.pl/8/2827/Artykul/2451046,ciemnosc-i-literatura"
Drzazga. Kłamstwa silniejsze niż śmierć,Mirosław Tryczyk,Tryczyk Mirosław,(brak danych),https://static.prsa.pl/images/fcb1c46e-c924-442e-9c6c-f90d715ed94c.jpg?format=500,2020-02-08,Ciemność i literatura,"https://www.polskieradio.pl/8/2827/Artykul/2451046,ciemnosc-i-literatura"
"Zgiń, kochanie",Ariana Harwicz,Harwicz Ariana,Agata Ostrowska,https://static.prsa.pl/images/028521a2-280c-40d5-a052-13f7197fbbc0.jpg?format=500,2020-01-25,"Zgiń, kochanie i Podpalacze. Literackie poszukiwanie tożsamości","https://www.polskieradio.pl/8/2827/Artykul/2441990,zgin-kochanie-i-podpalacze-literackie-poszukiwanie-tozsamosci"
Podpalacze,R.O. Kwon,Kwon R.O.,Łukasz Błaszczyk,https://static.prsa.pl/images/028521a2-280c-40d5-a052-13f7197fbbc0.jpg?format=500,2020-01-25,"Zgiń, kochanie i Podpalacze. Literackie poszukiwanie tożsamości","https://www.polskieradio.pl/8/2827/Artykul/2441990,zgin-kochanie-i-podpalacze-literackie-poszukiwanie-tozsamosci"
Wtedy w Loszoncu,Peter Balko,Balko Peter,Miłosz Waligórski,https://static.prsa.pl/images/8a32186d-2f05-4063-8181-873f49d1a41b.jpg,2020-01-17,Co łączy literaturę słowacką i węgierską?,"https://www.polskieradio.pl/8/2827/Artykul/2437888,co-laczy-literature-slowacka-i-wegierska"
"Nie ma i lepiej, żeby nie było",Edina Szvoren,Szvoren Edina,Anna Butrym,https://static.prsa.pl/images/8a32186d-2f05-4063-8181-873f49d1a41b.jpg,2020-01-17,Co łączy literaturę słowacką i węgierską?,"https://www.polskieradio.pl/8/2827/Artykul/2437888,co-laczy-literature-slowacka-i-wegierska"
Strupki,Paulina Jóźwik,Jóźwik Paulina,(nie znaleziono),https://static.prsa.pl/images/c4d5249a-8ee1-4a3e-89e0-156822f58586.jpg?format=500,2020-01-10,Strupki i Transmigracja. Nowe polskie powieści,"https://www.polskieradio.pl/8/2827/Artykul/2433270,strupki-i-transmigracja-nowe-polskie-powiesci"
Transmigracja,Radosław Wiśniewski,Wiśniewski Radosław,(nie znaleziono),https://static.prsa.pl/images/c4d5249a-8ee1-4a3e-89e0-156822f58586.jpg?format=500,2020-01-10,Strupki i Transmigracja. Nowe polskie powieści,"https://www.polskieradio.pl/8/2827/Artykul/2433270,strupki-i-transmigracja-nowe-polskie-powiesci"
Morkut i inne opowiadania,Aleksandra Majdzińska,Majdzińska Aleksandra,(brak danych),https://static.prsa.pl/images/1ad5b509-8dff-49da-b6fb-0d6ce1658099.jpg?format=500,2020-01-03,Morkut i inne opowiadania i Ruru. Historie pisane kobiecą ręką,"https://www.polskieradio.pl/8/2827/Artykul/2430308,morkut-i-inne-opowiadania-i-ruru-historie-pisane-kobieca-reka"
Ruru,Joanna Rudniańska,Rudniańska Joanna,(nie znaleziono),https://static.prsa.pl/images/1ad5b509-8dff-49da-b6fb-0d6ce1658099.jpg?format=500,2020-01-03,Morkut i inne opowiadania i Ruru. Historie pisane kobiecą ręką,"https://www.polskieradio.pl/8/2827/Artykul/2430308,morkut-i-inne-opowiadania-i-ruru-historie-pisane-kobieca-reka"
